name;rarity;equid_slot;defense;fire_res;water_res;ice_res;thunder_res;dragon_res;slot_count;slot_1_size;slot_2_size;slot_3_size;set_skill_1;skill_1;skill_1_level;skill_2;skill_2_level;skill_3;skill_3_level
Banbaro Helm α+;9;Head;130;-2;2;3;-1;-3;1;2;0;0;--------;Resentment;2;Mushroomancer;1;--------;0
Banbaro Helm β+;9;Head;130;-2;2;3;-1;-3;2;4;1;0;--------;Resentment;2;--------;0;--------;0
Anja Helm α+;9;Head;132;3;-3;-1;-1;0;1;3;0;0;Anjanath Dominance;Fire Attack;2;Fire Resistance;1;--------;0
Anja Helm β+;9;Head;132;3;-3;-1;-1;0;1;4;0;0;Anjanath Dominance;Fire Attack;2;--------;0;--------;0
Rathian Helm α+;9;Head;130;2;0;0;-2;-3;1;3;0;0;Rathian Essence;Health Boost;2;Poison Attack;1;--------;0
Rathian Helm β+;9;Head;130;2;0;0;-2;-3;1;4;0;0;Rathian Essence;Health Boost;1;Poison Attack;1;--------;0
Rath Heart Helm α+;9;Head;132;3;0;0;-3;-4;1;3;0;0;Rathian Essence;Evade Extender;2;Cliffhanger;1;--------;0
Rath Heart Helm β+;9;Head;132;3;0;0;-3;-4;2;4;1;0;Rathian Essence;Evade Extender;2;--------;0;--------;0
Lumu Hat α+;9;Head;130;-3;2;1;0;0;1;3;0;0;--------;Stamina Surge;2;Windproof;1;--------;0
Lumu Hat β+;9;Head;130;-3;2;1;0;0;2;4;1;0;--------;Stamina Surge;2;--------;0;--------;0
Lumu Phantasm Hood α+;9;Head;132;-3;-3;1;2;1;2;1;1;0;--------;Weakness Exploit;1;Wide-Range;1;--------;0
Lumu Phantasm Hood β+;9;Head;132;-3;-3;1;2;1;1;4;0;0;--------;Weakness Exploit;1;--------;0;--------;0
Pukei Lagoon Hat α+;9;Head;132;0;3;-3;-2;0;1;1;0;0;--------;Critical Draw;2;Item Prolonger;1;--------;0
Pukei Lagoon Hat β+;9;Head;132;0;3;-3;-2;0;1;4;0;0;--------;Critical Draw;1;Item Prolonger;1;--------;0
Viper Kadachi Hat α+;9;Head;132;1;3;-2;-3;1;1;1;0;0;--------;Evade Extender;2;Paralysis Attack;1;--------;0
Viper Kadachi Hat β+;9;Head;132;1;3;-2;-3;1;1;4;0;0;--------;Evade Extender;1;Paralysis Attack;1;--------;0
Baan Helm α+;9;Head;134;0;2;-1;0;-2;2;1;1;0;--------;Tremor Resistance;2;Slugger;1;--------;0
Baan Helm β+;9;Head;134;0;2;-1;0;-2;1;4;0;0;--------;Tremor Resistance;2;--------;0;--------;0
Acrobat Earrings α+;11;Head;154;1;1;1;1;1;3;2;2;1;--------;Safe Landing;1;--------;0;--------;0
Ingot Helm α+;10;Head;136;-2;0;-1;3;0;1;2;0;0;--------;Thunder Attack;2;Windproof;1;--------;0
Ingot Helm β+;10;Head;136;-2;0;-1;3;0;2;4;2;0;--------;Thunder Attack;2;--------;0;--------;0
Barioth Helm α+;10;Head;138;-3;2;3;-2;0;2;1;1;0;Barioth Hidden Art;Evade Extender;2;Power Prolonger;1;--------;0
Barioth Helm β+;10;Head;138;-3;2;3;-2;0;2;4;1;0;Barioth Hidden Art;Evade Extender;1;Power Prolonger;1;--------;0
Rathalos Helm α+;10;Head;140;3;1;1;-2;-3;1;2;0;0;Rathalos Essence;Attack Boost;2;Fire Attack;2;--------;0
Rathalos Helm β+;10;Head;140;3;1;1;-2;-3;2;4;1;0;Rathalos Essence;Attack Boost;2;--------;0;--------;0
Diablos Helm α+;10;Head;140;3;-2;-3;0;2;1;2;0;0;Diablos Ambition;Critical Draw;2;Slugger;1;--------;0
Diablos Helm β+;10;Head;140;3;-2;-3;0;2;1;4;0;0;Diablos Ambition;Critical Draw;2;--------;0;--------;0
Legiana Helm α+;10;Head;140;-1;2;3;-3;0;1;2;0;0;Legiana Ambition;Divine Blessing;2;Ice Attack;2;--------;0
Legiana Helm β+;10;Head;140;-1;2;3;-3;0;2;4;1;0;Legiana Ambition;Divine Blessing;2;--------;0;--------;0
Odogaron Helm α+;10;Head;140;2;2;-3;-2;0;1;2;0;0;Odogaron Essence;Bleeding Resistance;2;Critical Eye;2;--------;0
Odogaron Helm β+;10;Head;140;2;2;-3;-2;0;1;4;0;0;Odogaron Essence;Bleeding Resistance;2;Critical Eye;1;--------;0
Lavasioth Helm α+;10;Head;140;3;-3;-2;1;2;2;1;1;0;--------;Fire Attack;2;Quick Sheath;1;--------;0
Lavasioth Helm β+;10;Head;140;3;-3;-2;1;2;2;4;1;0;--------;Fire Attack;1;Quick Sheath;1;--------;0
Uragaan Helm α+;10;Head;144;4;-3;-2;1;-2;2;2;1;0;Uragaan Ambition;Blast Resistance;2;Flinch Free;1;--------;0
Uragaan Helm β+;10;Head;144;4;-3;-2;1;-2;2;4;3;0;Uragaan Ambition;Blast Resistance;2;--------;0;--------;0
Nargacuga Helm α+;10;Head;140;-2;2;0;-3;0;2;1;1;0;Nargacuga Essence;Peak Performance;2;Piercing Shots;1;--------;0
Nargacuga Helm β+;10;Head;140;-2;2;0;-3;0;2;4;1;0;Nargacuga Essence;Peak Performance;1;Piercing Shots;1;--------;0
Glavenus Helm α+;10;Head;142;3;-3;-1;1;-1;1;1;0;0;Glavenus Essence;Focus;2;Handicraft;1;--------;0
Glavenus Helm β+;10;Head;142;3;-3;-1;1;-1;1;4;0;0;Glavenus Essence;Focus;1;Handicraft;1;--------;0
Brachydios Helm α+;10;Head;142;3;-2;-3;1;1;1;3;0;0;Brachydios Essence;Agitator;2;Capacity Boost;1;--------;0
Brachydios Helm β+;10;Head;142;3;-2;-3;1;1;2;4;1;0;Brachydios Essence;Agitator;2;--------;0;--------;0
Tigrex Helm α+;10;Head;142;2;0;0;-3;-2;1;1;0;0;Tigrex Essence;Attack Boost;2;Earplugs;2;--------;0
Tigrex Helm β+;10;Head;142;2;0;0;-3;-2;1;4;0;0;Tigrex Essence;Attack Boost;2;Earplugs;1;--------;0
Fulgur Helm α+;11;Head;146;-1;-1;-3;2;0;2;2;1;0;Anjanath Dominance;Weakness Exploit;1;Resuscitate;1;--------;0
Fulgur Helm β+;11;Head;146;-1;-1;-3;2;0;2;4;2;0;Anjanath Dominance;Weakness Exploit;1;--------;0;--------;0
Black Belt Helm α+;11;Head;150;1;1;1;1;2;1;3;0;0;Instructor's Guidance;Marathon Runner;2;Mushroomancer;1;--------;0
Black Belt Helm β+;11;Head;150;1;1;1;1;2;2;4;2;0;Instructor's Guidance;Marathon Runner;2;--------;0;--------;0
Hoarcry Helm α+;11;Head;146;-3;2;3;-1;0;3;1;1;1;Legiana Ambition;Hunger Resistance;2;Evade Extender;1;--------;0
Hoarcry Helm β+;11;Head;146;-3;2;3;-1;0;2;4;1;0;Legiana Ambition;Hunger Resistance;2;--------;0;--------;0
Rath Soul Helm α+;11;Head;148;3;2;-3;2;-4;2;1;1;0;Rathalos Essence;Critical Boost;1;Cliffhanger;1;--------;0
Rath Soul Helm β+;11;Head;148;3;2;-3;2;-4;1;4;0;0;Rathalos Essence;Critical Boost;1;--------;0;--------;0
Diablos Nero Helm α+;11;Head;148;2;-3;-4;0;2;2;1;1;0;Diablos Ambition;Partbreaker;2;Resentment;1;--------;0
Diablos Nero Helm β+;11;Head;148;2;-3;-4;0;2;2;4;1;0;Diablos Ambition;Partbreaker;2;--------;0;--------;0
Death Garon Helm α+;11;Head;148;-2;-3;-2;-2;4;1;3;0;0;Odogaron Essence;Latent Power;2;Tool Specialist;1;--------;0
Death Garon Helm β+;11;Head;148;-2;-3;-2;-2;4;2;4;2;0;Odogaron Essence;Latent Power;2;--------;0;--------;0
Acidic Glavenus Helm α+;11;Head;150;-3;2;2;-1;-1;1;1;0;0;Glavenus Essence;Maximum Might;2;Effluvia Resistance;2;--------;0
Acidic Glavenus Helm β+;11;Head;150;-3;2;2;-1;-1;1;4;0;0;Glavenus Essence;Maximum Might;1;Effluvia Resistance;2;--------;0
Artian Helm α+;10;Head;142;1;-2;2;-2;3;1;2;0;0;Ancient Divinity;Slinger Capacity;2;Free Elem/Ammo Up;1;--------;0
Artian Helm β+;10;Head;142;1;-2;2;-2;3;2;4;1;0;Ancient Divinity;Slinger Capacity;1;Free Elem/Ammo Up;1;--------;0
Dober Helm α+;11;Head;152;-2;0;-1;-1;4;1;1;0;0;--------;Free Elem/Ammo Up;2;Stamina Surge;1;--------;0
Dober Helm β+;11;Head;152;-2;0;-1;-1;4;1;4;0;0;--------;Free Elem/Ammo Up;2;--------;0;--------;0
Damascus Helm α+;11;Head;152;4;-2;0;0;0;1;3;0;0;--------;Defense Boost;3;Speed Sharpening;2;--------;0
Damascus Helm β+;11;Head;152;4;-2;0;0;0;3;4;1;1;--------;Defense Boost;3;--------;0;--------;0
Rimeguard Helm α+;12;Head;154;-3;2;4;-1;-1;2;3;2;0;Velkhana Divinity;Divine Blessing;2;Coalescence;1;--------;0
Rimeguard Helm β+;12;Head;154;-3;2;4;-1;-1;2;4;2;0;Velkhana Divinity;Divine Blessing;2;--------;0;--------;0
Pride Helm α+;11;Head;154;3;1;-4;-2;-2;2;2;1;0;Bazelgeuse Ambition;Earplugs;2;Blast Attack;2;--------;0
Pride Helm β+;11;Head;154;3;1;-4;-2;-2;2;4;1;0;Bazelgeuse Ambition;Earplugs;2;Blast Attack;1;--------;0
Fellshroud Helm α+;12;Head;156;-2;4;1;1;-3;1;1;0;0;Vaal Soulvein;Peak Performance;2;Dragon Attack;2;--------;0
Fellshroud Helm β+;12;Head;156;-2;4;1;1;-3;2;4;1;0;Vaal Soulvein;Peak Performance;2;--------;0;--------;0
Kaiser Crown α+;12;Head;156;3;-3;-3;1;1;1;1;0;0;Teostra Technique;Latent Power;2;Critical Eye;2;--------;0
Kaiser Crown β+;12;Head;156;3;-3;-3;1;1;1;4;0;0;Teostra Technique;Latent Power;1;Critical Eye;2;--------;0
Kushala Glare α+;12;Head;156;0;2;4;-3;-2;1;2;0;0;Kushala Daora Flight;Ice Attack;2;Evade Window;2;--------;0
Kushala Glare β+;12;Head;156;0;2;4;-3;-2;2;4;1;0;Kushala Daora Flight;Ice Attack;2;Evade Window;1;--------;0
Kirin Horn α+;12;Head;154;-3;-2;-2;4;2;2;3;1;0;Kirin Divinity;Marathon Runner;2;Divine Blessing;2;--------;0
Kirin Horn β+;12;Head;154;-3;-2;-2;4;2;3;4;1;1;Kirin Divinity;Marathon Runner;2;--------;0;--------;0
Tentacle Cowl α+;12;Head;158;-3;4;0;3;-2;1;1;0;0;Namielle Divinity;Constitution;3;Maximum Might;1;--------;0
Tentacle Cowl β+;12;Head;158;-3;4;0;3;-2;1;4;0;0;Namielle Divinity;Constitution;2;Maximum Might;1;--------;0
Guild Palace Helm α+;11;Head;154;1;2;1;2;1;1;3;0;0;Guild Pride;Health Boost;2;Offensive Guard;1;--------;0
Guild Palace Helm β+;11;Head;154;1;2;1;2;1;2;4;2;0;Guild Pride;Health Boost;2;--------;0;--------;0
Clockwork Helm α+;10;Head;142;2;2;-1;2;-1;2;1;1;0;Commission Alchemy;Agitator;2;Partbreaker;1;--------;0
Clockwork Helm β+;10;Head;142;2;2;-1;2;-1;2;4;1;0;Commission Alchemy;Agitator;1;Partbreaker;1;--------;0
Ruinous Helm α+;12;Head;166;1;1;1;-3;-3;2;3;1;0;Nergigante Ambition;Maximum Might;2;Stamina Surge;1;--------;0
Ruinous Helm β+;12;Head;166;1;1;1;-3;-3;2;4;2;0;Nergigante Ambition;Maximum Might;2;--------;0;--------;0
Shara Ishvalda Helm α+;12;Head;162;0;-2;-3;3;0;2;3;1;0;Shara Ishvalda Divinity;Recovery Up;2;Partbreaker;1;--------;0
Shara Ishvalda Helm β+;12;Head;162;0;-2;-3;3;0;2;4;2;0;Shara Ishvalda Divinity;Recovery Up;2;--------;0;--------;0
Esurient Helm α+;11;Head;156;2;1;1;-3;-3;1;1;0;0;Deviljho Essence;Partbreaker;1;Handicraft;2;--------;0
Esurient Helm β+;11;Head;156;2;1;1;-3;-3;2;4;3;0;Deviljho Essence;Partbreaker;1;--------;0;--------;0
Guildwork Head α+;12;Head;162;2;1;2;1;2;2;3;2;0;Guild Pride;Botanist;3;Honey Hunter;1;--------;0
Guildwork Head β+;12;Head;162;2;1;2;1;2;2;4;3;0;Guild Pride;Botanist;2;Honey Hunter;1;--------;0
Showman Earrings α+;12;Head;162;1;1;1;1;1;3;2;2;1;--------;Provoker;1;--------;0;--------;0
Golden Lunehelm α+;12;Head;162;3;-2;0;-4;4;2;2;2;0;Gold Rathian Essence;Health Boost;2;Poison Attack;2;--------;0
Golden Lunehelm β+;12;Head;162;3;-2;0;-4;4;2;4;2;0;Gold Rathian Essence;Health Boost;2;--------;0;--------;0
Silver Solhelm α+;12;Head;164;4;-3;-2;-2;3;2;2;2;0;Silver Rathalos Essence;Windproof;2;Fire Attack;2;--------;0
Silver Solhelm β+;12;Head;164;4;-3;-2;-2;3;2;4;3;0;Silver Rathalos Essence;Windproof;2;--------;0;--------;0
Zinogre Helm α+;11;Head;158;-1;-1;-4;4;1;1;1;0;0;Zinogre Essence;Power Prolonger;2;Critical Boost;1;--------;0
Zinogre Helm β+;11;Head;158;-1;-1;-4;4;1;1;4;0;0;Zinogre Essence;Power Prolonger;1;Critical Boost;1;--------;0
Stygian Helm α+;11;Head;160;2;-4;0;-5;4;2;2;1;0;Zinogre Essence;Latent Power;3;Tremor Resistance;2;--------;0
Stygian Helm β+;11;Head;160;2;-4;0;-5;4;2;4;1;0;Zinogre Essence;Latent Power;3;Tremor Resistance;1;--------;0
Garuga Helm α+;11;Head;154;2;-3;-2;2;-2;1;3;0;0;--------;Critical Eye;2;Resentment;1;--------;0
Garuga Helm β+;11;Head;154;2;-3;-2;2;-2;2;4;2;0;--------;Critical Eye;1;Resentment;1;--------;0
Zorah Headgear α+;12;Head;160;4;-3;-2;-1;-3;2;2;2;0;Zorah Magdaros Essence;Flinch Free;1;Artillery;2;--------;0
Zorah Headgear β+;12;Head;160;4;-3;-2;-1;-3;3;4;2;1;Zorah Magdaros Essence;Flinch Free;1;--------;0;--------;0
Golden Headdress α+;11;Head;158;2;0;-5;3;2;0;0;0;0;Rajang's Rage;Weakness Exploit;2;Handicraft;2;--------;0
Golden Headdress β+;11;Head;158;2;0;-5;3;2;2;4;1;0;Rajang's Rage;Weakness Exploit;2;--------;0;--------;0
Grand God's Peer Mask α+;12;Head;170;2;0;-5;3;2;0;0;0;0;Rajang Will;Earplugs;3;Heroics;3;--------;0
Grand God's Peer Mask β+;12;Head;170;2;0;-5;3;2;1;4;0;0;Rajang Will;Earplugs;3;Heroics;1;--------;0
Brachydium Helm α+;12;Head;170;3;-2;-3;1;1;3;2;2;1;Brachydios Will;Weakness Exploit;1;Guard;2;--------;0
Brachydium Helm β+;12;Head;170;3;-2;-3;1;1;3;4;4;1;Brachydios Will;Weakness Exploit;1;--------;0;--------;0
Safi Crested Crown α+;12;Head;168;2;1;1;1;-1;3;2;1;1;Safi'jiiva Seal;Evade Window;2;Critical Boost;1;--------;0
Safi Crested Crown β+;12;Head;168;2;1;1;1;-1;3;4;1;1;Safi'jiiva Seal;Evade Window;1;Critical Boost;1;--------;0
Escadora Wisdom α+;12;Head;160;3;0;3;0;2;2;3;1;0;Alatreon Divinity;Resentment;3;Critical Eye;2;--------;0
Escadora Wisdom β+;12;Head;160;3;0;3;0;2;2;4;1;0;Alatreon Divinity;Resentment;3;Critical Eye;1;--------;0
Sealed Dragon Cloth α+;12;Head;152;-3;0;1;0;5;2;4;4;0;--------;Resentment;1;--------;0;--------;0
Wyverian Ears α+;9;Head;140;1;1;1;1;5;1;4;0;0;--------;Mushroomancer;2;Survival Expert;1;--------;0
Duffel Penguin Mask α+;9;Head;138;-1;3;4;0;0;1;4;0;0;--------;Evade Window;2;--------;0;--------;0
Empress Crown α+;12;Head;164;3;1;-3;1;-2;1;3;0;0;Lunastra Essence;Tool Specialist;2;Offensive Guard;2;--------;0
Empress Crown β+;12;Head;164;3;1;-3;1;-2;2;4;2;0;Lunastra Essence;Tool Specialist;2;--------;0;--------;0
Kulve Taroth's Fury α+;12;Head;176;4;-2;-2;3;-4;0;0;0;0;Kulve Taroth Essence;Free Meal;1;Free Elem/Ammo Up;3;--------;0
Kulve Taroth's Fury β+;12;Head;176;4;-2;-2;3;-4;3;4;4;1;Kulve Taroth Essence;Free Meal;1;--------;0;--------;0
Rose Headpiece α+;10;Head;150;4;1;1;1;1;3;3;2;1;Full Bloom Blessing;Fortify;1;--------;0;--------;0
Passionate Headdress α+;10;Head;156;1;4;1;1;1;1;3;0;0;Sizzling Blessing;Marathon Runner;3;--------;0;--------;0
Demonlord Hair α+;11;Head;162;1;1;1;4;1;1;4;0;0;Fun Fright Blessing;Guard;3;--------;0;--------;0
Oolong Hair α+;9;Head;120;1;1;4;1;1;1;4;0;0;Joyful Blessing;Critical Eye;3;--------;0;--------;0
Astral Veil α+;9;Head;140;2;2;2;2;2;1;4;0;0;Appreciation Blessing;Wide-Range;3;--------;0;--------;0
Pearlspring α+;9;Head;120;0;0;5;0;0;2;2;1;0;--------;Recovery Up;2;--------;0;--------;0
Rex Roar Helm α+;11;Head;158;3;-4;0;-2;0;1;3;0;0;Tigrex Essence;Attack Boost;3;Free Meal;1;--------;0
Rex Roar Helm β+;11;Head;158;3;-4;0;-2;0;1;4;0;0;Tigrex Essence;Attack Boost;2;Free Meal;1;--------;0
Guardian Helm α+;6;Head;50;2;0;2;0;3;1;1;0;0;--------;Recovery Up;2;Health Boost;1;--------;0
HARDUMMY;12;Head;132;-1;-1;-1;3;2;2;4;2;0;Power Cell;Health Boost;2;Thunder Attack;2;--------;0
Tentacle Cowl γ+;12;Head;176;-3;4;0;3;-2;2;4;2;0;Namielle Divinity;Stamina Surge;3;Tool Specialist;1;--------;0
Azure Age Hair α+;12;Head;170;2;2;0;0;3;1;4;0;0;Silver Rathalos Essence;Slinger Capacity;3;Weakness Exploit;1;--------;0
Rimeguard Helm γ+;12;Head;180;-3;2;4;-1;-1;3;4;4;1;Velkhana Divinity;Coalescence;3;Resuscitate;1;--------;0
Frostfang Helm α+;11;Head;162;-3;2;3;-2;0;3;3;2;1;Frostfang Absolute Art;Critical Eye;2;Quick Sheath;1;--------;0
Frostfang Helm β+;11;Head;162;-3;2;3;-2;0;3;4;2;1;Frostfang Absolute Art;Critical Eye;2;--------;0;--------;0
Dragonhead α+;12;Head;180;-1;2;0;2;-4;3;3;2;2;Fatalis Legend;Stun Resistance;3;Guard;3;--------;0
Dragonhead β+;12;Head;180;-1;2;0;2;-4;3;4;4;4;Fatalis Legend;Stun Resistance;3;--------;0;--------;0
HARDUMMY;12;Head;160;2;0;2;2;2;3;4;1;1;Anjanath Dominance;Focus;2;Aquatic/Polar Mobility;1;--------;0
Leon's Head α+;12;Head;150;3;2;3;2;0;2;1;1;0;Survivor;Agitator;2;Weakness Exploit;1;--------;0
Claire's Head α+;12;Head;150;3;2;3;2;0;2;1;1;0;Survivor;Agitator;2;Evade Window;2;--------;0
Artemis Head α+;11;Head;140;2;2;1;1;2;2;1;1;0;New World;Peak Performance;2;Earplugs;1;--------;0
Artemis's Face α+;11;Head;140;2;2;1;1;2;2;1;1;0;New World;Peak Performance;2;Earplugs;1;--------;0
Leather Mail;1;Chest;2;2;0;0;0;0;0;0;0;0;--------;--------;0;--------;0;--------;0
Chainmail Vest;1;Chest;2;0;2;0;0;0;0;0;0;0;--------;--------;0;--------;0;--------;0
Hunter's Mail;1;Chest;6;2;2;0;0;0;0;0;0;0;--------;Slinger Capacity;1;--------;0;--------;0
Bone Mail;1;Chest;6;2;0;0;2;2;0;0;0;0;--------;Attack Boost;1;--------;0;--------;0
Alloy Mail;2;Chest;8;-2;1;-2;-2;1;0;0;0;0;--------;Water Resistance;1;--------;0;--------;0
Vespoid Mail;1;Chest;8;-2;1;1;1;2;0;0;0;0;--------;Windproof;1;--------;0;--------;0
Jagras Mail;1;Chest;8;-2;2;-1;-1;1;0;0;0;0;--------;Intimidator;1;--------;0;--------;0
Kulu Mail;1;Chest;10;0;-3;1;0;0;0;0;0;0;--------;Stamina Surge;1;--------;0;--------;0
Pukei Mail;2;Chest;12;0;3;0;-3;1;0;0;0;0;--------;Item Prolonger;1;--------;0;--------;0
Barroth Mail;2;Chest;14;-3;-1;-1;3;0;0;0;0;0;--------;Stamina Thief;1;--------;0;--------;0
Jyura Mail;2;Chest;14;-1;2;0;-3;0;0;0;0;0;--------;Muck Resistance;1;--------;0;--------;0
Kadachi Mail;2;Chest;16;0;-3;0;3;0;0;0;0;0;--------;Jump Master;1;--------;0;--------;0
High Metal Mail;3;Chest;18;0;-1;3;-2;0;0;0;0;0;--------;Earplugs;1;--------;0;--------;0
Hornetaur Mail;3;Chest;18;-1;-1;0;0;2;0;0;0;0;--------;Effluvial Expert;1;--------;0;--------;0
Anja Mail;3;Chest;20;3;-3;-1;-1;0;0;0;0;0;Anjanath Power;Marathon Runner;1;--------;0;--------;0
Rathian Mail;3;Chest;22;2;0;0;-2;-3;0;0;0;0;--------;Botanist;1;--------;0;--------;0
Tzitzi Mail;3;Chest;18;0;0;-2;-3;0;0;0;0;0;--------;Constitution;1;--------;0;--------;0
Lumu Mail;3;Chest;20;-3;2;1;0;0;0;0;0;0;--------;Master Mounter;1;--------;0;--------;0
Girros Mail;3;Chest;20;0;-3;0;2;1;0;0;0;0;--------;Paralysis Resistance;1;--------;0;--------;0
Baan Mail;3;Chest;24;0;2;-1;0;-2;0;0;0;0;--------;Sleep Resistance;1;--------;0;--------;0
King Beetle Thorax;3;Chest;22;-1;-1;0;2;2;0;0;0;0;--------;Quick Sheath;1;--------;0;--------;0
Butterfly Thorax;3;Chest;22;-1;-1;0;2;2;0;0;0;0;--------;Quick Sheath;1;--------;0;--------;0
Ingot Mail;4;Chest;28;-2;0;-1;3;0;0;0;0;0;--------;Thunder Resistance;1;--------;0;--------;0
Legiana Mail;4;Chest;30;-1;2;3;-3;0;0;0;0;0;Legiana Blessing;Evade Window;1;--------;0;--------;0
Odogaron Mail;4;Chest;30;2;2;-3;-2;0;0;0;0;0;Odogaron Power;Speed Sharpening;1;--------;0;--------;0
Rathalos Mail;4;Chest;30;3;1;1;-2;-3;0;0;0;0;Rathalos Power;Weakness Exploit;1;--------;0;--------;0
Diablos Mail;4;Chest;32;3;-2;-3;0;2;0;0;0;0;Diablos Power;Slugger;1;--------;0;--------;0
Kirin Jacket;4;Chest;34;-3;-2;-2;4;2;0;0;0;0;Kirin Blessing;Divine Blessing;1;--------;0;--------;0
Death Stench Muscle;4;Chest;32;3;2;3;-2;-4;0;0;0;0;--------;Fortify;1;--------;0;--------;0
Brigade Suit;4;Chest;28;1;0;0;2;2;0;0;0;0;--------;Divine Blessing;1;--------;0;--------;0
Leather Mail α;5;Chest;32;2;0;0;0;0;0;0;0;0;--------;Fire Resistance;1;--------;0;--------;0
Leather Mail β;5;Chest;32;2;0;0;0;0;1;1;0;0;--------;--------;0;--------;0;--------;0
Chainmail Armor α;5;Chest;32;0;2;0;0;0;0;0;0;0;--------;Water Resistance;1;--------;0;--------;0
Chainmail Armor β;5;Chest;32;0;2;0;0;0;1;1;0;0;--------;--------;0;--------;0;--------;0
Hunter's Mail α;5;Chest;36;2;2;0;0;0;0;0;0;0;--------;Slinger Capacity;2;--------;0;--------;0
Hunter's Mail β;5;Chest;36;2;2;0;0;0;1;1;0;0;--------;Slinger Capacity;1;--------;0;--------;0
Bone Mail α;5;Chest;36;2;0;0;2;2;0;0;0;0;--------;Attack Boost;2;--------;0;--------;0
Bone Mail β;5;Chest;36;2;0;0;2;2;1;1;0;0;--------;Attack Boost;1;--------;0;--------;0
Alloy Mail α;5;Chest;36;-2;0;-2;-2;0;0;0;0;0;--------;Water Resistance;2;--------;0;--------;0
Alloy Mail β;5;Chest;36;-2;0;-2;-2;0;1;1;0;0;--------;Water Resistance;1;--------;0;--------;0
Vespoid Mail α;5;Chest;38;-2;1;1;1;2;0;0;0;0;--------;Windproof;2;--------;0;--------;0
Vespoid Mail β;5;Chest;38;-2;1;1;1;2;1;1;0;0;--------;Windproof;1;--------;0;--------;0
Hornetaur Mail α;5;Chest;38;-1;-1;0;0;2;0;0;0;0;--------;Effluvial Expert;1;Hunger Resistance;1;--------;0
Hornetaur Mail β;5;Chest;38;-1;-1;0;0;2;1;1;0;0;--------;Effluvial Expert;1;--------;0;--------;0
Jagras Mail α;5;Chest;40;-2;2;-1;-1;1;0;0;0;0;--------;Intimidator;2;--------;0;--------;0
Jagras Mail β;5;Chest;40;-2;2;-1;-1;1;1;1;0;0;--------;Intimidator;1;--------;0;--------;0
Kulu Mail α;5;Chest;40;0;-3;1;0;0;0;0;0;0;--------;Stamina Surge;1;Critical Eye;1;--------;0
Kulu Mail β;5;Chest;40;0;-3;1;0;0;1;1;0;0;--------;Stamina Surge;1;--------;0;--------;0
Pukei Mail α;5;Chest;42;0;3;0;-3;1;0;0;0;0;--------;Item Prolonger;1;Botanist;1;--------;0
Pukei Mail β;5;Chest;42;0;3;0;-3;1;1;1;0;0;--------;Item Prolonger;1;--------;0;--------;0
Barroth Mail α;5;Chest;42;-3;-1;-1;3;0;0;0;0;0;--------;Stamina Thief;2;--------;0;--------;0
Barroth Mail β;5;Chest;42;-3;-1;-1;3;0;1;1;0;0;--------;Stamina Thief;1;--------;0;--------;0
Jyura Mail α;5;Chest;44;-1;2;0;-3;0;0;0;0;0;--------;Muck Resistance;1;Water Attack;1;--------;0
Jyura Mail β;5;Chest;44;-1;2;0;-3;0;1;1;0;0;--------;Muck Resistance;1;--------;0;--------;0
Kadachi Mail α;5;Chest;44;0;-3;0;3;0;0;0;0;0;--------;Jump Master;1;Evade Extender;1;--------;0
Kadachi Mail β;5;Chest;44;0;-3;0;3;0;1;2;0;0;--------;Jump Master;1;--------;0;--------;0
Anja Mail α;5;Chest;44;3;-3;-1;-1;0;0;0;0;0;Anjanath Will;Marathon Runner;1;Special Ammo Boost;1;--------;0
Anja Mail β;5;Chest;44;3;-3;-1;-1;0;2;1;1;0;Anjanath Will;Marathon Runner;1;--------;0;--------;0
Rathian Mail α;5;Chest;46;2;0;0;-2;-3;0;0;0;0;--------;Botanist;2;Recovery Up;1;--------;0
Rathian Mail β;5;Chest;46;2;0;0;-2;-3;1;1;0;0;--------;Botanist;1;Recovery Up;1;--------;0
Tzitzi Mail α;5;Chest;40;0;0;-2;-3;0;0;0;0;0;--------;Constitution;1;Water Attack;2;--------;0
Tzitzi Mail β;5;Chest;40;0;0;-2;-3;0;2;1;1;0;--------;Constitution;1;--------;0;--------;0
Lumu Mail α;5;Chest;44;-3;2;1;0;0;0;0;0;0;--------;Master Mounter;1;Artillery;1;--------;0
Lumu Mail β;5;Chest;44;-3;2;1;0;0;1;1;0;0;--------;Master Mounter;1;--------;0;--------;0
Girros Mail α;5;Chest;40;0;-3;0;2;1;0;0;0;0;--------;Paralysis Resistance;2;--------;0;--------;0
Girros Mail β;5;Chest;40;0;-3;0;2;1;1;1;0;0;--------;Paralysis Resistance;1;--------;0;--------;0
Baan Mail α;6;Chest;46;0;2;-1;0;-2;0;0;0;0;--------;Sleep Attack;1;Bleeding Resistance;1;--------;0
Baan Mail β;6;Chest;46;0;2;-1;0;-2;1;1;0;0;--------;Sleep Attack;1;--------;0;--------;0
High Metal Mail α;6;Chest;50;0;-1;3;-2;0;0;0;0;0;--------;Earplugs;2;Ice Attack;1;--------;0
High Metal Mail β;6;Chest;50;0;-1;3;-2;0;1;2;0;0;--------;Earplugs;1;Ice Attack;1;--------;0
Ingot Mail α;6;Chest;50;-2;0;-1;3;0;0;0;0;0;--------;Thunder Resistance;2;--------;0;--------;0
