name|rarity|equid_slot|defense|fire_res|water_res|ice_res|thunder_res|dragon_res|slot_count|slot_1_size|slot_2_size|slot_3_size|set_skill_1|skill_1|skill_1_level|skill_2|skill_2_level|skill_3|skill_3_level
Girros Mail α|5|Chest|40|0|-3|0|2|1|0|0|0|0|0: --------|2: Paralysis Resistance|2|0: --------|0|0: --------|0
Girros Mail β|5|Chest|40|0|-3|0|2|1|1|1|0|0|0: --------|2: Paralysis Resistance|1|0: --------|0|0: --------|0
Baan Mail α|6|Chest|46|0|2|-1|0|-2|0|0|0|0|0: --------|37: Sleep Attack|1|7: Bleeding Resistance|1|0: --------|0
Baan Mail β|6|Chest|46|0|2|-1|0|-2|1|1|0|0|0: --------|37: Sleep Attack|1|0: --------|0|0: --------|0
High Metal Mail α|6|Chest|50|0|-1|3|-2|0|0|0|0|0|0: --------|11: Earplugs|2|32: Ice Attack|1|0: --------|0
High Metal Mail β|6|Chest|50|0|-1|3|-2|0|1|2|0|0|0: --------|11: Earplugs|1|32: Ice Attack|1|0: --------|0
Ingot Mail α|6|Chest|50|-2|0|-1|3|0|0|0|0|0|0: --------|27: Thunder Resistance|2|0: --------|0|0: --------|0
Ingot Mail β|6|Chest|50|-2|0|-1|3|0|1|1|0|0|0: --------|27: Thunder Resistance|1|0: --------|0|0: --------|0
Barnos Jacket α|5|Chest|48|1|1|1|0|-2|0|0|0|0|0: --------|17: Heat Guard|1|8: Iron Skin|1|0: --------|0
Barnos Jacket β|5|Chest|48|1|1|1|0|-2|1|1|0|0|0: --------|17: Heat Guard|1|0: --------|0|0: --------|0
Rath Heart Mail α|6|Chest|52|3|0|0|-3|-4|0|0|0|0|131: Pink Rathian Mastery|120: Tool Specialist|2|0: --------|0|0: --------|0
Rath Heart Mail β|6|Chest|52|3|0|0|-3|-4|2|1|1|0|131: Pink Rathian Mastery|120: Tool Specialist|1|0: --------|0|0: --------|0
Legiana Mail α|6|Chest|54|-1|2|3|-3|0|0|0|0|0|152: Legiana Favor|78: Evade Window|2|97: Divine Blessing|1|0: --------|0
Legiana Mail β|6|Chest|54|-1|2|3|-3|0|1|1|0|0|152: Legiana Favor|78: Evade Window|2|0: --------|0|0: --------|0
Odogaron Mail α|6|Chest|54|2|2|-3|-2|0|0|0|0|0|154: Odogaron Mastery|86: Speed Sharpening|2|7: Bleeding Resistance|1|0: --------|0
Odogaron Mail β|6|Chest|54|2|2|-3|-2|0|1|1|0|0|154: Odogaron Mastery|86: Speed Sharpening|2|0: --------|0|0: --------|0
Rathalos Mail α|6|Chest|54|3|1|1|-2|-3|0|0|0|0|135: Rathalos Mastery|50: Weakness Exploit|2|30: Fire Attack|1|0: --------|0
Rathalos Mail β|6|Chest|54|3|1|1|-2|-3|1|1|0|0|135: Rathalos Mastery|50: Weakness Exploit|2|0: --------|0|0: --------|0
Rath Soul Mail α|7|Chest|56|3|2|-3|2|-4|1|1|0|0|135: Rathalos Mastery|47: Free Elem/Ammo Up|1|124: Intimidator|1|0: --------|0
Rath Soul Mail β|7|Chest|56|3|2|-3|2|-4|1|2|0|0|135: Rathalos Mastery|47: Free Elem/Ammo Up|1|0: --------|0|0: --------|0
Diablos Mail α|6|Chest|54|3|-2|-3|0|2|0|0|0|0|136: Diablos Mastery|57: Slugger|2|64: Heroics|1|0: --------|0
Diablos Mail β|6|Chest|54|3|-2|-3|0|2|1|2|0|0|136: Diablos Mastery|57: Slugger|2|0: --------|0|0: --------|0
Diablos Nero Mail α|7|Chest|56|2|-3|-4|0|2|1|1|0|0|136: Diablos Mastery|66: Resentment|2|0: --------|0|0: --------|0
Diablos Nero Mail β|7|Chest|56|2|-3|-4|0|2|2|2|1|0|136: Diablos Mastery|66: Resentment|1|0: --------|0|0: --------|0
Dodogama Mail α|5|Chest|48|2|0|0|-3|2|0|0|0|0|0: --------|38: Blast Attack|2|0: --------|0|0: --------|0
Dodogama Mail β|5|Chest|48|2|0|0|-3|2|1|1|0|0|0: --------|38: Blast Attack|1|0: --------|0|0: --------|0
Lavasioth Mail α|6|Chest|56|3|-3|-2|1|2|0|0|0|0|0: --------|30: Fire Attack|2|17: Heat Guard|1|0: --------|0
Lavasioth Mail β|6|Chest|56|3|-3|-2|1|2|2|1|1|0|0: --------|30: Fire Attack|2|0: --------|0|0: --------|0
Uragaan Mail α|7|Chest|60|4|-3|-2|1|-2|1|1|0|0|138: Uragaan Protection|56: Partbreaker|2|0: --------|0|0: --------|0
Uragaan Mail β|7|Chest|60|4|-3|-2|1|-2|1|3|0|0|138: Uragaan Protection|56: Partbreaker|1|0: --------|0|0: --------|0
Nergigante Mail α|8|Chest|64|1|1|1|-3|-3|1|1|0|0|126: Nergigante Hunger|76: Stamina Surge|2|62: Agitator|1|0: --------|0
Nergigante Mail β|8|Chest|64|1|1|1|-3|-3|2|2|1|0|126: Nergigante Hunger|76: Stamina Surge|2|0: --------|0|0: --------|0
King Beetle Thorax α|5|Chest|42|-1|-1|0|2|2|0|0|0|0|0: --------|81: Quick Sheath|2|99: Botanist|1|0: --------|0
King Beetle Thorax β|5|Chest|42|-1|-1|0|2|2|1|1|0|0|0: --------|81: Quick Sheath|2|0: --------|0|0: --------|0
Butterfly Thorax α|5|Chest|42|-1|-1|0|2|2|0|0|0|0|0: --------|81: Quick Sheath|2|99: Botanist|1|0: --------|0
Butterfly Thorax β|5|Chest|42|-1|-1|0|2|2|1|1|0|0|0: --------|81: Quick Sheath|2|0: --------|0|0: --------|0
Brigade Suit α|6|Chest|52|1|0|0|2|2|1|2|0|0|0: --------|97: Divine Blessing|2|0: --------|0|0: --------|0
Brigade Suit β|6|Chest|52|1|0|0|2|2|2|2|2|0|0: --------|97: Divine Blessing|1|0: --------|0|0: --------|0
Damascus Mail α|7|Chest|60|4|-2|0|0|0|1|1|0|0|0: --------|52: Focus|2|20: Defense Boost|2|0: --------|0
Damascus Mail β|7|Chest|60|4|-2|0|0|0|3|1|1|1|0: --------|52: Focus|2|0: --------|0|0: --------|0
Dober Mail α|7|Chest|60|-2|0|-1|-1|4|1|1|0|0|0: --------|19: Attack Boost|2|90: Mushroomancer|1|0: --------|0
Dober Mail β|7|Chest|60|-2|0|-1|-1|4|1|3|0|0|0: --------|19: Attack Boost|2|0: --------|0|0: --------|0
Kushala Cista α|8|Chest|64|0|2|4|-3|-2|0|0|0|0|144: Kushala Daora Flight|54: Handicraft|2|52: Focus|1|0: --------|0
Kushala Cista β|8|Chest|64|0|2|4|-3|-2|1|2|0|0|144: Kushala Daora Flight|54: Handicraft|2|0: --------|0|0: --------|0
Kaiser Mail α|8|Chest|64|3|-3|-3|1|1|0|0|0|0|143: Teostra Technique|70: Special Ammo Boost|2|61: Latent Power|1|0: --------|0
Kaiser Mail β|8|Chest|64|3|-3|-3|1|1|2|1|1|0|143: Teostra Technique|70: Special Ammo Boost|2|0: --------|0|0: --------|0
Kirin Jacket α|8|Chest|64|-3|-2|-2|4|2|0|0|0|0|137: Kirin Favor|97: Divine Blessing|2|33: Thunder Attack|1|0: --------|0
Kirin Jacket β|8|Chest|64|-3|-2|-2|4|2|1|1|0|0|137: Kirin Favor|97: Divine Blessing|2|0: --------|0|0: --------|0
Vaal Hazak Mail α|8|Chest|64|-4|4|-1|1|-3|1|1|0|0|127: Vaal Hazak Vitality|23: Recovery Speed|2|34: Dragon Attack|1|0: --------|0
Vaal Hazak Mail β|8|Chest|64|-4|4|-1|1|-3|2|1|1|0|127: Vaal Hazak Vitality|23: Recovery Speed|2|0: --------|0|0: --------|0
Bazel Mail α|7|Chest|58|3|1|-2|-4|-2|0|0|0|0|142: Bazelgeuse Protection|80: Guard|2|6: Blast Resistance|2|0: --------|0
Bazel Mail β|7|Chest|58|3|1|-2|-4|-2|2|1|1|0|142: Bazelgeuse Protection|80: Guard|2|0: --------|0|0: --------|0
Death Stench Muscle α|7|Chest|62|3|2|3|-2|-4|0|0|0|0|0: --------|65: Fortify|1|47: Free Elem/Ammo Up|1|0: --------|0
Death Stench Muscle β|7|Chest|62|3|2|3|-2|-4|1|3|0|0|0: --------|65: Fortify|1|0: --------|0|0: --------|0
Guild Cross Suit α|8|Chest|62|0|0|0|0|0|1|1|0|0|149: Guild Guidance|67: Resuscitate|1|26: Ice Resistance|2|0: --------|0
Guild Cross Suit β|8|Chest|62|0|0|0|0|0|1|3|0|0|149: Guild Guidance|67: Resuscitate|1|0: --------|0|0: --------|0
Xeno'jiiva Hide α|8|Chest|72|-3|2|2|2|-4|1|1|0|0|145: Xeno'jiiva Divinity|53: Power Prolonger|2|29: Blight Resistance|1|0: --------|0
Xeno'jiiva Hide β|8|Chest|72|-3|2|2|2|-4|2|1|1|0|145: Xeno'jiiva Divinity|53: Power Prolonger|2|0: --------|0|0: --------|0
Zorah Hide α|6|Chest|44|4|-3|-2|-1|-3|0|0|0|0|147: Zorah Magdaros Mastery|38: Blast Attack|2|12: Windproof|1|0: --------|0
Zorah Hide β|6|Chest|44|4|-3|-2|-1|-3|1|2|0|0|147: Zorah Magdaros Mastery|38: Blast Attack|2|0: --------|0|0: --------|0
Commission Jacket α|8|Chest|70|2|2|2|2|2|0|0|0|0|150: Commission Guidance|82: Wide-Range|2|111: Cliffhanger|1|0: --------|0
Commission Jacket β|8|Chest|70|2|2|2|2|2|1|1|0|0|150: Commission Guidance|82: Wide-Range|2|0: --------|0|0: --------|0
Origin Mail|1|Chest|6|0|0|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Kulve Taroth's Ire α|8|Chest|72|4|-2|-4|3|-2|1|1|0|0|0: --------|4: Stun Resistance|2|49: Critical Boost|2|0: --------|0
Kulve Taroth's Ire β|8|Chest|72|4|-2|-4|3|-2|2|3|1|0|0: --------|4: Stun Resistance|2|49: Critical Boost|1|0: --------|0
Blossom Vest|3|Chest|18|1|1|1|4|1|0|0|0|0|0: --------|81: Quick Sheath|1|0: --------|0|0: --------|0
Diver's Suit|3|Chest|22|1|4|1|1|1|0|0|0|0|0: --------|48: Critical Eye|1|0: --------|0|0: --------|0
Harvest Tronco|3|Chest|26|4|1|1|1|1|0|0|0|0|0: --------|13: Tremor Resistance|1|0: --------|0|0: --------|0
Orion Vest|4|Chest|30|1|1|4|1|1|0|0|0|0|0: --------|104: Flinch Free|1|0: --------|0|0: --------|0
Gala Suit Jacket|4|Chest|34|1|1|1|1|4|0|0|0|0|168: Astera Blessing|55: Critical Draw|1|0: --------|0|0: --------|0
Vangis Mail α|7|Chest|58|1|1|2|-3|-3|1|2|0|0|0: --------|85: Speed Eating|1|54: Handicraft|1|0: --------|0
Vangis Mail β|7|Chest|58|1|1|2|-3|-3|1|3|0|0|0: --------|85: Speed Eating|1|0: --------|0|0: --------|0
Drachen Mail α|8|Chest|72|-2|-2|-2|3|4|1|3|0|0|164: Soul of the Dragoon|48: Critical Eye|2|49: Critical Boost|1|0: --------|0
Blossom Vest α|5|Chest|40|1|1|1|4|1|2|1|1|0|0: --------|81: Quick Sheath|1|0: --------|0|0: --------|0
Diver's Suit α|5|Chest|46|1|4|1|1|1|1|2|0|0|0: --------|48: Critical Eye|1|0: --------|0|0: --------|0
Harvest Tronco α|6|Chest|52|4|1|1|1|1|2|2|1|0|0: --------|13: Tremor Resistance|1|0: --------|0|0: --------|0
Orion Vest α|6|Chest|58|1|1|4|1|1|1|3|0|0|0: --------|104: Flinch Free|1|0: --------|0|0: --------|0
Gala Suit Jacket α|7|Chest|64|1|1|1|1|4|3|2|1|1|168: Astera Blessing|55: Critical Draw|1|0: --------|0|0: --------|0
Butterfly Thorax|3|Chest|22|-1|-1|0|2|2|0|0|0|0|0: --------|21: Health Boost|1|0: --------|0|0: --------|0
Butterfly Thorax α|5|Chest|42|-1|-1|0|2|2|0|0|0|0|0: --------|21: Health Boost|2|4: Stun Resistance|1|0: --------|0
Butterfly Thorax β|5|Chest|42|-1|-1|0|2|2|1|1|0|0|0: --------|21: Health Boost|2|0: --------|0|0: --------|0
Queen Beetle Thorax|3|Chest|22|-1|-1|0|2|2|0|0|0|0|0: --------|21: Health Boost|1|0: --------|0|0: --------|0
Queen Beetle Thorax α|5|Chest|42|-1|-1|0|2|2|0|0|0|0|0: --------|21: Health Boost|2|4: Stun Resistance|1|0: --------|0
Queen Beetle Thorax β|5|Chest|42|-1|-1|0|2|2|1|1|0|0|0: --------|21: Health Boost|2|0: --------|0|0: --------|0
Vaal Hazak Mail γ|8|Chest|72|-4|4|-1|1|-3|1|3|0|0|127: Vaal Hazak Vitality|63: Peak Performance|1|22: Recovery Up|1|0: --------|0
Kirin Jacket γ|8|Chest|72|-3|-2|-2|4|2|2|1|1|0|137: Kirin Favor|47: Free Elem/Ammo Up|2|0: --------|0|0: --------|0
Kaiser Mail γ|8|Chest|72|3|-3|-3|1|1|1|2|0|0|143: Teostra Technique|61: Latent Power|2|50: Weakness Exploit|1|0: --------|0
Kushala Cista γ|8|Chest|72|0|2|4|-3|-2|1|2|0|0|144: Kushala Daora Flight|32: Ice Attack|3|79: Evade Extender|1|0: --------|0
Nergigante Mail γ|8|Chest|72|1|1|1|-3|-3|3|3|2|1|126: Nergigante Hunger|101: Maximum Might|1|0: --------|0|0: --------|0
Zorah Hide γ|8|Chest|72|4|-3|-2|-1|-3|3|1|1|1|147: Zorah Magdaros Mastery|13: Tremor Resistance|2|0: --------|0|0: --------|0
Xeno'jiiva Hide γ|8|Chest|72|-3|2|2|2|-4|2|1|1|0|145: Xeno'jiiva Divinity|104: Flinch Free|2|0: --------|0|0: --------|0
HARDUMMY|5|Chest|46|1|1|1|1|1|2|1|1|0|132: Anjanath Will|73: Marathon Runner|2|0: --------|0|0: --------|0
Ryu's Karate Gi|2|Chest|12|2|0|-3|5|2|0|0|0|0|0: --------|21: Health Boost|1|0: --------|0|0: --------|0
Ryu's Karate Gi α|7|Chest|60|2|0|-3|5|2|2|1|1|0|135: Rathalos Mastery|21: Health Boost|1|67: Resuscitate|1|0: --------|0
Sakura's Work Uniform α|6|Chest|50|0|4|4|0|-2|2|1|1|0|131: Pink Rathian Mastery|76: Stamina Surge|1|67: Resuscitate|1|0: --------|0
Azure Starlord Armor α|7|Chest|56|2|2|0|0|3|1|2|0|0|135: Rathalos Mastery|54: Handicraft|1|0: --------|0|0: --------|0
Dante's Coat α|8|Chest|64|3|-3|-3|3|3|1|3|0|0|0: --------|78: Evade Window|1|48: Critical Eye|1|0: --------|0
Empress Mail α|8|Chest|70|3|1|-3|1|-2|2|1|1|0|163: Lunastra Favor|63: Peak Performance|2|21: Health Boost|1|0: --------|0
Empress Mail β|8|Chest|70|3|1|-3|1|-2|3|1|1|1|163: Lunastra Favor|63: Peak Performance|2|0: --------|0|0: --------|0
Invalid Message|1|Chest|2|0|0|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
HARDUMMY|8|Chest|64|1|1|1|1|1|2|1|1|0|132: Anjanath Will|73: Marathon Runner|2|122: Affinity Sliding|1|0: --------|0
Empress Mail γ|8|Chest|70|3|1|-3|1|-2|1|3|0|0|163: Lunastra Favor|11: Earplugs|2|120: Tool Specialist|1|0: --------|0
Geralt's Body α|8|Chest|70|2|1|-1|-2|3|2|1|1|0|167: Witcher's Knowledge|21: Health Boost|3|19: Attack Boost|2|0: --------|0
Ciri's Body α|8|Chest|70|-2|-1|1|2|3|1|3|0|0|0: --------|78: Evade Window|2|97: Divine Blessing|2|0: --------|0
Kulve Taroth's Ire γ|8|Chest|72|4|-2|-4|3|-2|1|1|0|0|0: --------|54: Handicraft|2|62: Agitator|1|0: --------|0
Defender Mail α|6|Chest|50|2|0|2|0|3|0|0|0|0|0: --------|73: Marathon Runner|1|22: Recovery Up|1|0: --------|0
Bone Mail α+|9|Chest|114|2|0|0|2|2|1|2|0|0|0: --------|19: Attack Boost|2|21: Health Boost|1|0: --------|0
Bone Mail β+|9|Chest|114|2|0|0|2|2|2|4|1|0|0: --------|19: Attack Boost|1|0: --------|0|0: --------|0
Alloy Mail α+|9|Chest|114|-2|0|-2|-2|0|1|3|0|0|0: --------|25: Water Resistance|2|20: Defense Boost|1|0: --------|0
Alloy Mail β+|9|Chest|114|-2|0|-2|-2|0|2|4|1|0|0: --------|25: Water Resistance|1|0: --------|0|0: --------|0
Vespoid Mail α+|9|Chest|116|-2|1|1|1|2|2|2|1|0|0: --------|12: Windproof|2|0: --------|0|0: --------|0
Vespoid Mail β+|9|Chest|116|-2|1|1|1|2|2|4|1|0|0: --------|12: Windproof|1|0: --------|0|0: --------|0
Hornetaur Mail α+|9|Chest|116|-1|-1|0|0|2|2|2|1|0|0: --------|16: Effluvial Expert|1|77: Hunger Resistance|2|0: --------|0
Hornetaur Mail β+|9|Chest|116|-1|-1|0|0|2|3|4|2|1|0: --------|16: Effluvial Expert|1|0: --------|0|0: --------|0
Barnos Jacket α+|9|Chest|116|1|1|1|0|-2|2|2|2|0|0: --------|17: Heat Guard|1|8: Iron Skin|2|0: --------|0
Barnos Jacket β+|9|Chest|116|1|1|1|0|-2|2|4|2|0|0: --------|17: Heat Guard|1|8: Iron Skin|1|0: --------|0
Cortos Cape α+|9|Chest|116|-3|2|2|0|0|2|1|1|0|0: --------|77: Hunger Resistance|2|107: Jump Master|1|0: --------|0
Cortos Cape β+|9|Chest|116|-3|2|2|0|0|1|4|0|0|0: --------|77: Hunger Resistance|1|107: Jump Master|1|0: --------|0
Jagras Mail α+|9|Chest|116|-2|2|-1|-1|1|1|3|0|0|0: --------|79: Evade Extender|1|19: Attack Boost|2|0: --------|0
Jagras Mail β+|9|Chest|116|-2|2|-1|-1|1|1|4|0|0|0: --------|79: Evade Extender|1|19: Attack Boost|1|0: --------|0
Tzitzi Mail α+|9|Chest|116|0|0|-2|-3|0|2|1|1|0|0: --------|74: Constitution|2|31: Water Attack|2|0: --------|0
Tzitzi Mail β+|9|Chest|116|0|0|-2|-3|0|2|4|1|0|0: --------|74: Constitution|1|31: Water Attack|1|0: --------|0
Girros Mail α+|9|Chest|116|0|-3|0|2|1|1|2|0|0|0: --------|2: Paralysis Resistance|2|47: Free Elem/Ammo Up|1|0: --------|0
Girros Mail β+|9|Chest|116|0|-3|0|2|1|2|4|2|0|0: --------|2: Paralysis Resistance|2|0: --------|0|0: --------|0
Dodogama Mail α+|9|Chest|120|2|0|0|-3|2|1|2|0|0|0: --------|38: Blast Attack|2|71: Artillery|1|0: --------|0
Dodogama Mail β+|9|Chest|120|2|0|0|-3|2|1|4|0|0|0: --------|38: Blast Attack|2|0: --------|0|0: --------|0
Kulu Mail α+|9|Chest|116|0|-3|1|0|0|1|2|0|0|0: --------|76: Stamina Surge|1|48: Critical Eye|2|0: --------|0
Kulu Mail β+|9|Chest|116|0|-3|1|0|0|1|4|0|0|0: --------|76: Stamina Surge|1|48: Critical Eye|1|0: --------|0
Pukei Mail α+|9|Chest|118|0|3|0|-3|1|1|2|0|0|0: --------|83: Item Prolonger|2|63: Peak Performance|1|0: --------|0
Pukei Mail β+|9|Chest|118|0|3|0|-3|1|1|4|0|0|0: --------|83: Item Prolonger|1|63: Peak Performance|1|0: --------|0
Barroth Mail α+|9|Chest|118|-3|-1|-1|3|0|2|1|1|0|0: --------|58: Stamina Thief|2|62: Agitator|1|0: --------|0
Barroth Mail β+|9|Chest|118|-3|-1|-1|3|0|2|4|1|0|0: --------|58: Stamina Thief|2|0: --------|0|0: --------|0
Jyura Mail α+|9|Chest|118|-1|2|0|-3|0|1|2|0|0|0: --------|61: Latent Power|1|31: Water Attack|2|0: --------|0
Jyura Mail β+|9|Chest|118|-1|2|0|-3|0|1|4|0|0|0: --------|61: Latent Power|1|31: Water Attack|1|0: --------|0
Beo Mail α+|9|Chest|118|-3|0|3|-2|2|1|3|0|0|0: --------|76: Stamina Surge|1|32: Ice Attack|2|0: --------|0
Beo Mail β+|9|Chest|118|-3|0|3|-2|2|2|4|2|0|0: --------|76: Stamina Surge|1|0: --------|0|0: --------|0
Kadachi Mail α+|9|Chest|120|0|-3|0|3|0|2|2|1|0|0: --------|107: Jump Master|1|74: Constitution|1|0: --------|0
Kadachi Mail β+|9|Chest|120|0|-3|0|3|0|2|4|2|0|0: --------|107: Jump Master|1|0: --------|0|0: --------|0
High Metal Mail α+|9|Chest|128|0|-1|3|-2|0|1|2|0|0|0: --------|11: Earplugs|2|32: Ice Attack|1|0: --------|0
High Metal Mail β+|9|Chest|128|0|-1|3|-2|0|2|4|1|0|0: --------|11: Earplugs|1|32: Ice Attack|1|0: --------|0
Banbaro Mail α+|9|Chest|130|-2|2|3|-1|-3|1|3|0|0|0: --------|85: Speed Eating|1|185: Offensive Guard|1|0: --------|0
Banbaro Mail β+|9|Chest|130|-2|2|3|-1|-3|2|4|1|0|0: --------|85: Speed Eating|1|0: --------|0|0: --------|0
Anja Mail α+|9|Chest|132|3|-3|-1|-1|0|2|1|1|0|182: Anjanath Dominance|73: Marathon Runner|2|70: Special Ammo Boost|1|0: --------|0
Anja Mail β+|9|Chest|132|3|-3|-1|-1|0|2|4|1|0|182: Anjanath Dominance|73: Marathon Runner|1|70: Special Ammo Boost|1|0: --------|0
Rathian Mail α+|9|Chest|130|2|0|0|-2|-3|2|2|2|0|183: Rathian Essence|99: Botanist|2|22: Recovery Up|1|0: --------|0
Rathian Mail β+|9|Chest|130|2|0|0|-2|-3|2|4|2|0|183: Rathian Essence|99: Botanist|1|22: Recovery Up|1|0: --------|0
Rath Heart Mail α+|9|Chest|132|3|0|0|-3|-4|1|2|0|0|183: Rathian Essence|120: Tool Specialist|2|54: Handicraft|1|0: --------|0
Rath Heart Mail β+|9|Chest|132|3|0|0|-3|-4|3|4|1|1|183: Rathian Essence|120: Tool Specialist|2|0: --------|0|0: --------|0
Lumu Mail α+|9|Chest|130|-3|2|1|0|0|2|3|1|0|0: --------|59: Master Mounter|1|71: Artillery|1|0: --------|0
Lumu Mail β+|9|Chest|130|-3|2|1|0|0|2|4|1|0|0: --------|59: Master Mounter|1|0: --------|0|0: --------|0
Lumu Phantasm Mail α+|9|Chest|132|-3|-3|1|2|1|1|2|0|0|0: --------|82: Wide-Range|2|101: Maximum Might|1|0: --------|0
Lumu Phantasm Mail β+|9|Chest|132|-3|-3|1|2|1|2|4|1|0|0: --------|82: Wide-Range|2|0: --------|0|0: --------|0
Pukei Lagoon Mail α+|9|Chest|132|0|3|-3|-2|0|1|2|0|0|0: --------|53: Power Prolonger|1|55: Critical Draw|1|0: --------|0
Pukei Lagoon Mail β+|9|Chest|132|0|3|-3|-2|0|2|4|1|0|0: --------|53: Power Prolonger|1|0: --------|0|0: --------|0
Viper Kadachi Mail α+|9|Chest|132|1|3|-2|-3|1|2|1|1|0|0: --------|81: Quick Sheath|1|79: Evade Extender|1|0: --------|0
Viper Kadachi Mail β+|9|Chest|132|1|3|-2|-3|1|2|4|1|0|0: --------|81: Quick Sheath|1|0: --------|0|0: --------|0
Baan Mail α+|9|Chest|134|0|2|-1|0|-2|1|3|0|0|0: --------|37: Sleep Attack|1|7: Bleeding Resistance|1|0: --------|0
Baan Mail β+|9|Chest|134|0|2|-1|0|-2|1|4|0|0|0: --------|37: Sleep Attack|1|0: --------|0|0: --------|0
Ingot Mail α+|10|Chest|136|-2|0|-1|3|0|1|3|0|0|0: --------|27: Thunder Resistance|2|47: Free Elem/Ammo Up|1|0: --------|0
Ingot Mail β+|10|Chest|136|-2|0|-1|3|0|1|4|0|0|0: --------|27: Thunder Resistance|1|47: Free Elem/Ammo Up|1|0: --------|0
Barioth Mail α+|10|Chest|138|-3|2|3|-2|0|1|3|0|0|188: Barioth Hidden Art|53: Power Prolonger|1|74: Constitution|1|0: --------|0
Barioth Mail β+|10|Chest|138|-3|2|3|-2|0|2|4|1|0|188: Barioth Hidden Art|53: Power Prolonger|1|0: --------|0|0: --------|0
Rathalos Mail α+|10|Chest|140|3|1|1|-2|-3|2|1|1|0|189: Rathalos Essence|50: Weakness Exploit|2|30: Fire Attack|1|0: --------|0
Rathalos Mail β+|10|Chest|140|3|1|1|-2|-3|1|4|0|0|189: Rathalos Essence|50: Weakness Exploit|2|0: --------|0|0: --------|0
Diablos Mail α+|10|Chest|140|3|-2|-3|0|2|1|2|0|0|190: Diablos Ambition|57: Slugger|2|64: Heroics|2|0: --------|0
Diablos Mail β+|10|Chest|140|3|-2|-3|0|2|2|4|1|0|190: Diablos Ambition|57: Slugger|2|64: Heroics|1|0: --------|0
Legiana Mail α+|10|Chest|140|-1|2|3|-3|0|1|1|0|0|191: Legiana Ambition|78: Evade Window|2|97: Divine Blessing|2|0: --------|0
Legiana Mail β+|10|Chest|140|-1|2|3|-3|0|1|4|0|0|191: Legiana Ambition|78: Evade Window|2|97: Divine Blessing|1|0: --------|0
Odogaron Mail α+|10|Chest|140|2|2|-3|-2|0|1|3|0|0|192: Odogaron Essence|86: Speed Sharpening|2|7: Bleeding Resistance|1|0: --------|0
Odogaron Mail β+|10|Chest|140|2|2|-3|-2|0|2|4|1|0|192: Odogaron Essence|86: Speed Sharpening|2|0: --------|0|0: --------|0
Lavasioth Mail α+|10|Chest|140|3|-3|-2|1|2|2|1|1|0|0: --------|30: Fire Attack|3|17: Heat Guard|1|0: --------|0
Lavasioth Mail β+|10|Chest|140|3|-3|-2|1|2|2|4|1|0|0: --------|30: Fire Attack|2|17: Heat Guard|1|0: --------|0
Uragaan Mail α+|10|Chest|144|4|-3|-2|1|-2|1|3|0|0|193: Uragaan Ambition|56: Partbreaker|2|6: Blast Resistance|1|0: --------|0
Uragaan Mail β+|10|Chest|144|4|-3|-2|1|-2|1|4|0|0|193: Uragaan Ambition|56: Partbreaker|2|0: --------|0|0: --------|0
Nargacuga Mail α+|10|Chest|140|-2|2|0|-3|0|1|2|0|0|171: Nargacuga Essence|78: Evade Window|2|106: Speed Crawler|1|0: --------|0
Nargacuga Mail β+|10|Chest|140|-2|2|0|-3|0|1|4|0|0|171: Nargacuga Essence|78: Evade Window|2|0: --------|0|0: --------|0
Glavenus Mail α+|10|Chest|142|3|-3|-1|1|-1|1|1|0|0|173: Glavenus Essence|53: Power Prolonger|2|101: Maximum Might|1|0: --------|0
Glavenus Mail β+|10|Chest|142|3|-3|-1|1|-1|1|4|0|0|173: Glavenus Essence|53: Power Prolonger|1|101: Maximum Might|1|0: --------|0
Brachydios Mail α+|10|Chest|142|3|-2|-3|1|1|1|1|0|0|172: Brachydios Essence|58: Stamina Thief|2|62: Agitator|1|0: --------|0
Brachydios Mail β+|10|Chest|142|3|-2|-3|1|1|1|4|0|0|172: Brachydios Essence|58: Stamina Thief|1|62: Agitator|1|0: --------|0
Tigrex Mail α+|10|Chest|142|2|0|0|-3|-2|1|2|0|0|170: Tigrex Essence|11: Earplugs|2|84: Free Meal|1|0: --------|0
Tigrex Mail β+|10|Chest|142|2|0|0|-3|-2|2|4|1|0|170: Tigrex Essence|11: Earplugs|2|0: --------|0|0: --------|0
Fulgur Mail α+|11|Chest|146|-1|-1|-3|2|0|1|3|0|0|182: Anjanath Dominance|104: Flinch Free|1|4: Stun Resistance|2|0: --------|0
Fulgur Mail β+|11|Chest|146|-1|-1|-3|2|0|1|4|0|0|182: Anjanath Dominance|104: Flinch Free|1|4: Stun Resistance|1|0: --------|0
Black Belt Mail α+|11|Chest|150|1|1|1|1|2|3|1|1|1|181: Instructor's Guidance|90: Mushroomancer|2|82: Wide-Range|1|0: --------|0
Black Belt Mail β+|11|Chest|150|1|1|1|1|2|3|4|1|1|181: Instructor's Guidance|90: Mushroomancer|2|0: --------|0|0: --------|0
Hoarcry Mail α+|11|Chest|146|-3|2|3|-1|0|2|1|1|0|191: Legiana Ambition|52: Focus|2|73: Marathon Runner|1|0: --------|0
Hoarcry Mail β+|11|Chest|146|-3|2|3|-1|0|1|4|0|0|191: Legiana Ambition|52: Focus|2|0: --------|0|0: --------|0
